filename,partition,task,semantic_label,numeric_label
09651.png,test,source,petronas_towers,1
08372.png,val,source,rialto_bridge,2
04521.png,train,source,petronas_towers,1
01873.png,train,source,museu_nacional_dart_de_catalunya,3
09971.png,test,source,petronas_towers,1
07489.png,val,source,st_stephen_cathedral_vienna,4
06981.png,train,source,petronas_towers,1
04291.png,train,source,petronas_towers,1
09146.png,test,source,berlin_cathedral,5
07907.png,val,source,hagia_sophia,6
07067.png,val,source,hagia_sophia,6
05232.png,train,source,rialto_bridge,2
08306.png,val,source,berlin_cathedral,5
00997.png,train,source,hagia_sophia,6
08648.png,test,source,gaudi_casa_batllo_barcelona,7
09148.png,test,source,gaudi_casa_batllo_barcelona,7
03921.png,train,source,petronas_towers,1
09798.png,test,source,gaudi_casa_batllo_barcelona,7
07269.png,val,source,st_stephen_cathedral_vienna,4
09682.png,test,source,rialto_bridge,2
03940.png,train,source,colosseum,0
05602.png,train,source,rialto_bridge,2
00872.png,train,source,rialto_bridge,2
08326.png,val,source,berlin_cathedral,5
09241.png,test,source,petronas_towers,1
09512.png,test,source,rialto_bridge,2
08473.png,val,source,museu_nacional_dart_de_catalunya,3
03223.png,train,source,museu_nacional_dart_de_catalunya,3
04420.png,train,source,colosseum,0
09340.png,test,source,colosseum,0
09692.png,test,source,rialto_bridge,2
08958.png,test,source,gaudi_casa_batllo_barcelona,7
05629.png,train,source,st_stephen_cathedral_vienna,4
07171.png,val,source,petronas_towers,1
03757.png,train,source,hagia_sophia,6
08303.png,val,source,museu_nacional_dart_de_catalunya,3
07410.png,val,source,colosseum,0
05709.png,train,source,st_stephen_cathedral_vienna,4
07518.png,val,source,gaudi_casa_batllo_barcelona,7
09166.png,test,source,berlin_cathedral,5
08168.png,val,source,gaudi_casa_batllo_barcelona,7
05633.png,train,source,museu_nacional_dart_de_catalunya,3
08700.png,test,source,colosseum,0
03136.png,train,source,berlin_cathedral,5
08481.png,val,source,petronas_towers,1
07381.png,val,source,petronas_towers,1
08699.png,test,source,st_stephen_cathedral_vienna,4
02408.png,train,source,gaudi_casa_batllo_barcelona,7
03902.png,train,source,rialto_bridge,2
07427.png,val,source,hagia_sophia,6
04016.png,train,source,berlin_cathedral,5
09977.png,test,source,hagia_sophia,6
07549.png,val,source,st_stephen_cathedral_vienna,4
05471.png,train,source,petronas_towers,1
01418.png,train,source,gaudi_casa_batllo_barcelona,7
04939.png,train,source,st_stephen_cathedral_vienna,4
00152.png,train,source,rialto_bridge,2
05899.png,train,source,st_stephen_cathedral_vienna,4
07141.png,val,source,petronas_towers,1
05249.png,train,source,st_stephen_cathedral_vienna,4
01432.png,train,source,rialto_bridge,2
06301.png,train,source,petronas_towers,1
04200.png,train,source,colosseum,0
09066.png,test,source,berlin_cathedral,5
08810.png,test,source,colosseum,0
02848.png,train,source,gaudi_casa_batllo_barcelona,7
09360.png,test,source,colosseum,0
06697.png,train,source,hagia_sophia,6
07439.png,val,source,st_stephen_cathedral_vienna,4
08552.png,test,source,rialto_bridge,2
00327.png,train,source,hagia_sophia,6
03807.png,train,source,hagia_sophia,6
06850.png,train,source,colosseum,0
02992.png,train,source,rialto_bridge,2
08299.png,val,source,st_stephen_cathedral_vienna,4
04011.png,train,source,petronas_towers,1
07361.png,val,source,petronas_towers,1
01547.png,train,source,hagia_sophia,6
04260.png,train,source,colosseum,0
05782.png,train,source,rialto_bridge,2
07517.png,val,source,hagia_sophia,6
06482.png,train,source,rialto_bridge,2
07910.png,val,source,colosseum,0
07906.png,val,source,berlin_cathedral,5
07360.png,val,source,colosseum,0
09581.png,test,source,petronas_towers,1
05791.png,train,source,petronas_towers,1
04880.png,train,source,colosseum,0
01128.png,train,source,gaudi_casa_batllo_barcelona,7
04487.png,train,source,hagia_sophia,6
00748.png,train,source,gaudi_casa_batllo_barcelona,7
09156.png,test,source,berlin_cathedral,5
09858.png,test,source,gaudi_casa_batllo_barcelona,7
01633.png,train,source,museu_nacional_dart_de_catalunya,3
01691.png,train,source,petronas_towers,1
00726.png,train,source,berlin_cathedral,5
08271.png,val,source,petronas_towers,1
04078.png,train,source,gaudi_casa_batllo_barcelona,7
07013.png,val,source,museu_nacional_dart_de_catalunya,3
06019.png,train,source,st_stephen_cathedral_vienna,4
03580.png,train,source,colosseum,0
08498.png,val,source,gaudi_casa_batllo_barcelona,7
05662.png,train,source,rialto_bridge,2
08783.png,test,source,museu_nacional_dart_de_catalunya,3
00480.png,train,source,colosseum,0
09877.png,test,source,hagia_sophia,6
00517.png,train,source,hagia_sophia,6
08636.png,test,source,berlin_cathedral,5
07911.png,val,source,petronas_towers,1
05622.png,train,source,rialto_bridge,2
08312.png,val,source,rialto_bridge,2
05218.png,train,source,gaudi_casa_batllo_barcelona,7
05176.png,train,source,berlin_cathedral,5
01562.png,train,source,rialto_bridge,2
09046.png,test,source,berlin_cathedral,5
08148.png,val,source,gaudi_casa_batllo_barcelona,7
04392.png,train,source,rialto_bridge,2
09438.png,test,source,gaudi_casa_batllo_barcelona,7
08742.png,test,source,rialto_bridge,2
03677.png,train,source,hagia_sophia,6
08100.png,val,source,colosseum,0
09048.png,test,source,gaudi_casa_batllo_barcelona,7
03758.png,train,source,gaudi_casa_batllo_barcelona,7
01077.png,train,source,hagia_sophia,6
02563.png,train,source,museu_nacional_dart_de_catalunya,3
03347.png,train,source,hagia_sophia,6
06063.png,train,source,museu_nacional_dart_de_catalunya,3
01838.png,train,source,gaudi_casa_batllo_barcelona,7
07543.png,val,source,museu_nacional_dart_de_catalunya,3
07459.png,val,source,st_stephen_cathedral_vienna,4
05528.png,train,source,gaudi_casa_batllo_barcelona,7
09158.png,test,source,gaudi_casa_batllo_barcelona,7
08751.png,test,source,petronas_towers,1
07602.png,val,source,rialto_bridge,2
07781.png,val,source,petronas_towers,1
08051.png,val,source,petronas_towers,1
09973.png,test,source,museu_nacional_dart_de_catalunya,3
05180.png,train,source,colosseum,0
02803.png,train,source,museu_nacional_dart_de_catalunya,3
00021.png,train,source,petronas_towers,1
07538.png,val,source,gaudi_casa_batllo_barcelona,7
09208.png,test,source,gaudi_casa_batllo_barcelona,7
09967.png,test,source,hagia_sophia,6
06611.png,train,source,petronas_towers,1
07340.png,val,source,colosseum,0
04567.png,train,source,hagia_sophia,6
09196.png,test,source,berlin_cathedral,5
08091.png,val,source,petronas_towers,1
08270.png,val,source,colosseum,0
07870.png,val,source,colosseum,0
01293.png,train,source,museu_nacional_dart_de_catalunya,3
07437.png,val,source,hagia_sophia,6
02737.png,train,source,hagia_sophia,6
01950.png,train,source,colosseum,0
01027.png,train,source,hagia_sophia,6
09729.png,test,source,st_stephen_cathedral_vienna,4
09927.png,test,source,hagia_sophia,6
05178.png,train,source,gaudi_casa_batllo_barcelona,7
04918.png,train,source,gaudi_casa_batllo_barcelona,7
00678.png,train,source,gaudi_casa_batllo_barcelona,7
08192.png,val,source,rialto_bridge,2
08028.png,val,source,gaudi_casa_batllo_barcelona,7
05529.png,train,source,st_stephen_cathedral_vienna,4
00891.png,train,source,petronas_towers,1
05029.png,train,source,st_stephen_cathedral_vienna,4
07318.png,val,source,gaudi_casa_batllo_barcelona,7
09242.png,test,source,rialto_bridge,2
04223.png,train,source,museu_nacional_dart_de_catalunya,3
09793.png,test,source,museu_nacional_dart_de_catalunya,3
05930.png,train,source,colosseum,0
08186.png,val,source,berlin_cathedral,5
09892.png,test,source,rialto_bridge,2
08107.png,val,source,hagia_sophia,6
06711.png,train,source,petronas_towers,1
02910.png,train,source,colosseum,0
00071.png,train,source,petronas_towers,1
09733.png,test,source,museu_nacional_dart_de_catalunya,3
08456.png,val,source,berlin_cathedral,5
03108.png,train,source,gaudi_casa_batllo_barcelona,7
00511.png,train,source,petronas_towers,1
00950.png,train,source,colosseum,0
06389.png,train,source,st_stephen_cathedral_vienna,4
07167.png,val,source,hagia_sophia,6
05598.png,train,source,gaudi_casa_batllo_barcelona,7
08012.png,val,source,rialto_bridge,2
09319.png,test,source,st_stephen_cathedral_vienna,4
07001.png,val,source,petronas_towers,1
08487.png,val,source,hagia_sophia,6
09899.png,test,source,st_stephen_cathedral_vienna,4
00918.png,train,source,gaudi_casa_batllo_barcelona,7
06488.png,train,source,gaudi_casa_batllo_barcelona,7
07930.png,val,source,colosseum,0
07991.png,val,source,petronas_towers,1
05963.png,train,source,museu_nacional_dart_de_catalunya,3
00931.png,train,source,petronas_towers,1
06348.png,train,source,gaudi_casa_batllo_barcelona,7
09603.png,test,source,museu_nacional_dart_de_catalunya,3
06530.png,train,source,colosseum,0
08993.png,test,source,museu_nacional_dart_de_catalunya,3
00667.png,train,source,hagia_sophia,6
07583.png,val,source,museu_nacional_dart_de_catalunya,3
02063.png,train,source,museu_nacional_dart_de_catalunya,3
09521.png,test,source,petronas_towers,1
06079.png,train,source,st_stephen_cathedral_vienna,4
05369.png,train,source,st_stephen_cathedral_vienna,4
02111.png,train,source,petronas_towers,1
08001.png,val,source,petronas_towers,1
07658.png,val,source,gaudi_casa_batllo_barcelona,7
09531.png,test,source,petronas_towers,1
09646.png,test,source,berlin_cathedral,5
06092.png,train,source,rialto_bridge,2
05869.png,train,source,st_stephen_cathedral_vienna,4
09893.png,test,source,museu_nacional_dart_de_catalunya,3
08426.png,val,source,berlin_cathedral,5
05342.png,train,source,rialto_bridge,2
00907.png,train,source,hagia_sophia,6
01797.png,train,source,hagia_sophia,6
04358.png,train,source,gaudi_casa_batllo_barcelona,7
00103.png,train,source,museu_nacional_dart_de_catalunya,3
09308.png,test,source,gaudi_casa_batllo_barcelona,7
03412.png,train,source,rialto_bridge,2
08419.png,val,source,st_stephen_cathedral_vienna,4
00437.png,train,source,hagia_sophia,6
07031.png,val,source,petronas_towers,1
04466.png,train,source,berlin_cathedral,5
07510.png,val,source,colosseum,0
08690.png,test,source,colosseum,0
09170.png,test,source,colosseum,0
06333.png,train,source,museu_nacional_dart_de_catalunya,3
01452.png,train,source,rialto_bridge,2
07503.png,val,source,museu_nacional_dart_de_catalunya,3
07927.png,val,source,hagia_sophia,6
08047.png,val,source,hagia_sophia,6
05519.png,train,source,st_stephen_cathedral_vienna,4
08031.png,val,source,petronas_towers,1
05477.png,train,source,hagia_sophia,6
08652.png,test,source,rialto_bridge,2
05693.png,train,source,museu_nacional_dart_de_catalunya,3
00967.png,train,source,hagia_sophia,6
07648.png,val,source,gaudi_casa_batllo_barcelona,7
08002.png,val,source,rialto_bridge,2
05532.png,train,source,rialto_bridge,2
04842.png,train,source,rialto_bridge,2
07919.png,val,source,st_stephen_cathedral_vienna,4
06499.png,train,source,st_stephen_cathedral_vienna,4
07418.png,val,source,gaudi_casa_batllo_barcelona,7
09812.png,test,source,rialto_bridge,2
08233.png,val,source,museu_nacional_dart_de_catalunya,3
01007.png,train,source,hagia_sophia,6
09722.png,test,source,rialto_bridge,2
07321.png,val,source,petronas_towers,1
01717.png,train,source,hagia_sophia,6
02270.png,train,source,colosseum,0
08229.png,val,source,st_stephen_cathedral_vienna,4
04306.png,train,source,berlin_cathedral,5
02479.png,train,source,st_stephen_cathedral_vienna,4
08432.png,val,source,rialto_bridge,2
09861.png,test,source,petronas_towers,1
08403.png,val,source,museu_nacional_dart_de_catalunya,3
08799.png,test,source,st_stephen_cathedral_vienna,4
09619.png,test,source,st_stephen_cathedral_vienna,4
09378.png,test,source,gaudi_casa_batllo_barcelona,7
00896.png,train,source,berlin_cathedral,5
07872.png,val,source,rialto_bridge,2
03052.png,train,source,rialto_bridge,2
09626.png,test,source,berlin_cathedral,5
09572.png,test,source,rialto_bridge,2
04931.png,train,source,petronas_towers,1
07880.png,val,source,colosseum,0
07290.png,val,source,colosseum,0
01720.png,train,source,colosseum,0
09493.png,test,source,museu_nacional_dart_de_catalunya,3
06318.png,train,source,gaudi_casa_batllo_barcelona,7
02776.png,train,source,berlin_cathedral,5
02757.png,train,source,hagia_sophia,6
07453.png,val,source,museu_nacional_dart_de_catalunya,3
01476.png,train,source,berlin_cathedral,5
00501.png,train,source,petronas_towers,1
01296.png,train,source,berlin_cathedral,5
09347.png,test,source,hagia_sophia,6
09348.png,test,source,gaudi_casa_batllo_barcelona,7
08952.png,test,source,rialto_bridge,2
03501.png,train,source,petronas_towers,1
09459.png,test,source,st_stephen_cathedral_vienna,4
03388.png,train,source,gaudi_casa_batllo_barcelona,7
00878.png,train,source,gaudi_casa_batllo_barcelona,7
08392.png,val,source,rialto_bridge,2
03939.png,train,source,st_stephen_cathedral_vienna,4
08083.png,val,source,museu_nacional_dart_de_catalunya,3
04118.png,train,source,gaudi_casa_batllo_barcelona,7
03628.png,train,source,gaudi_casa_batllo_barcelona,7
06922.png,train,source,rialto_bridge,2
03748.png,train,source,gaudi_casa_batllo_barcelona,7
03888.png,train,source,gaudi_casa_batllo_barcelona,7
09853.png,test,source,museu_nacional_dart_de_catalunya,3
09280.png,test,source,colosseum,0
08407.png,val,source,hagia_sophia,6
07579.png,val,source,st_stephen_cathedral_vienna,4
08577.png,test,source,hagia_sophia,6
03749.png,train,source,st_stephen_cathedral_vienna,4
08491.png,val,source,petronas_towers,1
08710.png,test,source,colosseum,0
02207.png,train,source,hagia_sophia,6
07022.png,val,source,rialto_bridge,2
01536.png,train,source,berlin_cathedral,5
05199.png,train,source,st_stephen_cathedral_vienna,4
00219.png,train,source,st_stephen_cathedral_vienna,4
08146.png,val,source,berlin_cathedral,5
03738.png,train,source,gaudi_casa_batllo_barcelona,7
03983.png,train,source,museu_nacional_dart_de_catalunya,3
07417.png,val,source,hagia_sophia,6
06799.png,train,source,st_stephen_cathedral_vienna,4
09490.png,test,source,colosseum,0
06280.png,train,source,colosseum,0
07739.png,val,source,st_stephen_cathedral_vienna,4
09571.png,test,source,petronas_towers,1
09833.png,test,source,museu_nacional_dart_de_catalunya,3
07287.png,val,source,hagia_sophia,6
07860.png,val,source,colosseum,0
08222.png,val,source,rialto_bridge,2
04009.png,train,source,st_stephen_cathedral_vienna,4
08581.png,test,source,petronas_towers,1
08607.png,test,source,hagia_sophia,6
09657.png,test,source,hagia_sophia,6
07158.png,val,source,gaudi_casa_batllo_barcelona,7
08381.png,val,source,petronas_towers,1
04463.png,train,source,museu_nacional_dart_de_catalunya,3
03103.png,train,source,museu_nacional_dart_de_catalunya,3
08767.png,test,source,hagia_sophia,6
07969.png,val,source,st_stephen_cathedral_vienna,4
08221.png,val,source,petronas_towers,1
06076.png,train,source,berlin_cathedral,5
04188.png,train,source,gaudi_casa_batllo_barcelona,7
09192.png,test,source,rialto_bridge,2
04062.png,train,source,rialto_bridge,2
08041.png,val,source,petronas_towers,1
07552.png,val,source,rialto_bridge,2
07982.png,val,source,rialto_bridge,2
09297.png,test,source,hagia_sophia,6
07260.png,val,source,colosseum,0
03693.png,train,source,museu_nacional_dart_de_catalunya,3
07766.png,val,source,berlin_cathedral,5
06018.png,train,source,gaudi_casa_batllo_barcelona,7
03278.png,train,source,gaudi_casa_batllo_barcelona,7
05586.png,train,source,berlin_cathedral,5
01708.png,train,source,gaudi_casa_batllo_barcelona,7
09332.png,test,source,rialto_bridge,2
00559.png,train,source,st_stephen_cathedral_vienna,4
08630.png,test,source,colosseum,0
07312.png,val,source,rialto_bridge,2
05183.png,train,source,museu_nacional_dart_de_catalunya,3
08929.png,test,source,st_stephen_cathedral_vienna,4
03736.png,train,source,berlin_cathedral,5
09270.png,test,source,colosseum,0
02550.png,train,source,colosseum,0
07722.png,val,source,rialto_bridge,2
07912.png,val,source,rialto_bridge,2
09658.png,test,source,gaudi_casa_batllo_barcelona,7
09983.png,test,source,museu_nacional_dart_de_catalunya,3
04199.png,train,source,st_stephen_cathedral_vienna,4
05852.png,train,source,rialto_bridge,2
04906.png,train,source,berlin_cathedral,5
08452.png,val,source,rialto_bridge,2
02676.png,train,source,berlin_cathedral,5
07978.png,val,source,gaudi_casa_batllo_barcelona,7
08066.png,val,source,berlin_cathedral,5
06589.png,train,source,st_stephen_cathedral_vienna,4
07152.png,val,source,rialto_bridge,2
08376.png,val,source,berlin_cathedral,5
07213.png,val,source,museu_nacional_dart_de_catalunya,3
06821.png,train,source,petronas_towers,1
05763.png,train,source,museu_nacional_dart_de_catalunya,3
01401.png,train,source,petronas_towers,1
07436.png,val,source,berlin_cathedral,5
08389.png,val,source,st_stephen_cathedral_vienna,4
06630.png,train,source,colosseum,0
08569.png,test,source,st_stephen_cathedral_vienna,4
